id,institutionCode,collectionCode,ownerInstitutionCode,collectionID,basisOfRecord,occurrenceID,catalogNumber,otherCatalogNumbers,kingdom,phylum,class,order,family,scientificName,taxonID,scientificNameAuthorship,genus,specificEpithet,taxonRank,infraspecificEpithet,identifiedBy,dateIdentified,identificationReferences,identificationRemarks,taxonRemarks,identificationQualifier,typeStatus,recordedBy,recordNumber,eventDate,year,month,day,startDayOfYear,endDayOfYear,verbatimEventDate,occurrenceRemarks,habitat,fieldNumber,informationWithheld,dataGeneralizations,dynamicProperties,associatedTaxa,reproductiveCondition,establishmentMeans,lifeStage,sex,individualCount,preparations,country,stateProvince,county,municipality,locality,locationRemarks,decimalLatitude,decimalLongitude,geodeticDatum,coordinateUncertaintyInMeters,verbatimCoordinates,georeferencedBy,georeferenceProtocol,georeferenceSources,georeferenceVerificationStatus,georeferenceRemarks,minimumElevationInMeters,maximumElevationInMeters,minimumDepthInMeters,maximumDepthInMeters,verbatimDepth,verbatimElevation,disposition,language,recordEnteredBy,modified,rights,rightsHolder,accessRights,recordId,references
12564368,DBG,KHD,,ca77be98-2a59-4aa9-bfc1-5ea615f2e6b7,PreservedSpecimen,982678b6-ad14-423d-9c6a-e8cbe9b43c4a,KHD00063491,,Plantae,Magnoliophyta,,Poales,Cyperaceae,Carex illota,18004,Bailey,Carex,illota,,,,,,,,,,Janet L. Wingate,11119,8/11/2016,2016,8,11,224,,,Infrequent,Willow carr.; Wet soil.,,,,,Salix planifolia; Carex utriculata; Carex jonesii; Carex canescens,Fruit,,,,,,USA,Colorado,Routt,,"Teepee Creek and FS Road 263, Routt National Forest",,40.1404,-106.65651,WGS84,,,,,,,,3075,,,,,10090 ft,,,Jwingate,4/10/2018 15:54,http://creativecommons.org/publicdomain/zero/1.0/,Public Domain,Public Domain,urn:uuid:982678b6-ad14-423d-9c6a-e8cbe9b43c4a,http://swbiodiversity.org/seinet/collections/individual/index.php?occid=12564368
12565222,DBG,KHD,,ca77be98-2a59-4aa9-bfc1-5ea615f2e6b7,PreservedSpecimen,d9d10342-8f49-4b36-a756-77c02843ce70,KHD00063664,,Plantae,Magnoliophyta,,Poales,Cyperaceae,Carex illota,18004,Bailey,Carex,illota,,,,,,,,,,Janet L. Wingate,11150,8/11/2016,2016,8,11,224,,,Common.,Open sedge area of willow carr.; Wet soil.,,,,,Carex aquatilis; Caltha leptosepala; Deschampsia caespitosa,Fruit,,,,,,USA,Colorado,Routt,,"Teepee Creek and FS Road 263, Routt National Forest",,40.1404,-106.65651,WGS84,,,,,,,,3075,,,,,10090 ft,,,Jwingate,4/10/2018 15:54,http://creativecommons.org/publicdomain/zero/1.0/,Public Domain,Public Domain,urn:uuid:d9d10342-8f49-4b36-a756-77c02843ce70,http://swbiodiversity.org/seinet/collections/individual/index.php?occid=12565222
3263209,DBG,KHD,,ca77be98-2a59-4aa9-bfc1-5ea615f2e6b7,PreservedSpecimen,57e941c0-cd28-44cb-bca5-43697c9495a7,KHD00024711,50769,Plantae,Magnoliophyta,,Poales,Cyperaceae,Carex illota,18004,Bailey,Carex,illota,,,,,,,,,,Janet L. Wingate; John F. Gay,9127,7/18/2011,2011,7,18,199,,,,Wet/moist stream bank with mosses,,,,,Carex jonesii; Valeriana edulis; Salix,,,,,,,USA,Colorado,Routt,,"Routt National Forest, Rabbit Ears Pass, Meadows CG area, S of US 40, SE of Steamboat Springs",,40.374317,-106.719948,NAD83,,13S 0353987E 4470724N,,,,,,2820,,,,,9266ft,,,Jwingate,4/10/2018 15:54,http://creativecommons.org/publicdomain/zero/1.0/,Public Domain,Public Domain,urn:uuid:57e941c0-cd28-44cb-bca5-43697c9495a7,http://swbiodiversity.org/seinet/collections/individual/index.php?occid=3263209
3043551,DBG,KHD,,ca77be98-2a59-4aa9-bfc1-5ea615f2e6b7,PreservedSpecimen,dfecf39e-9fb3-4d2c-80e5-14aac65382f9,KHD00002633,25037,Plantae,Magnoliophyta,,Poales,CYPERACEAE,Carex illota,18004,Bailey,Carex,illota,,,,,,,,,,Janet L. Wingate,5051,8/7/1987,1987,8,7,219,,,"locally common, , Condition: fair",wet seepy area near river,,,,,,,,,,,,USA,Colorado,Larimer,,"Rocky Mountain National Park, Cache la Poudre River ca 1/4 mi below Poudre Lake.",,40.426449,-105.802813,,,13N 0431900E 4475400N,,,TERRAIN NAV,,Certainty code: 1,3267,,,,,10720 FT,,,,4/10/2018 15:54,http://creativecommons.org/publicdomain/zero/1.0/,Public Domain,Public Domain,urn:uuid:dfecf39e-9fb3-4d2c-80e5-14aac65382f9,http://swbiodiversity.org/seinet/collections/individual/index.php?occid=3043551
3050802,DBG,KHD,,ca77be98-2a59-4aa9-bfc1-5ea615f2e6b7,PreservedSpecimen,125d6073-cb0c-4efe-bf76-7d364245a998,KHD00006440,36920,Plantae,Magnoliophyta,,Poales,CYPERACEAE,Carex incurviformis,76360,Mack.,Carex,incurviformis,,,,,,,,,,Janet L. Wingate,6894,7/27/2001,2001,7,27,208,,,"infrequent, ; Locally common; turf forming.",,,,,,,,,,,,,USA,Colorado,Park,,Mt. Sherman.,,39.20881,-106.176343,,,13N 0398437E 4340608N,,,TERRAIN NAV,,Certainty code: 1,3871,,,,,12700 FT,,,,4/10/2018 15:54,http://creativecommons.org/publicdomain/zero/1.0/,Public Domain,Public Domain,urn:uuid:125d6073-cb0c-4efe-bf76-7d364245a998,http://swbiodiversity.org/seinet/collections/individual/index.php?occid=3050802
3050139,DBG,KHD,,ca77be98-2a59-4aa9-bfc1-5ea615f2e6b7,PreservedSpecimen,c394df65-ad07-4e5d-a640-f2092d6d91dc,KHD00003384,35684,Plantae,Magnoliophyta,,Poales,CYPERACEAE,Carex incurviformis,76360,Mack.,Carex,incurviformis,,,,,,,,,,Janet L. Wingate,6719,7/8/2000,2000,7,8,190,,,", Condition: fair",alpine area,,,,,,,,,,,,USA,Colorado,Park,,Mosquito Range on Mt Sherman jeep trail in area of Hill Top Mine,,39.211972,-106.177801,,430,,fmorrey,,georef batch tool 2014-04-08; GeoLocate,reviewed - high confidence,Georeferenced to the Hill Top Mine site and elevation listed on label,3810,,,,,12500 FT,,,,4/10/2018 15:54,http://creativecommons.org/publicdomain/zero/1.0/,Public Domain,Public Domain,urn:uuid:c394df65-ad07-4e5d-a640-f2092d6d91dc,http://swbiodiversity.org/seinet/collections/individual/index.php?occid=3050139
3356109,DBG,KHD,,ca77be98-2a59-4aa9-bfc1-5ea615f2e6b7,PreservedSpecimen,c74d3d45-b762-4f95-97fe-b97a53dcd228,KHD00054095,53842,Plantae,Magnoliophyta,,Poales,Cyperaceae,Carex infirminervia,127682,Naczi,Carex,infirminervia,,,,,,,,,,Janet L. Wingate; John F. Gay,9366,7/18/2012,2012,7,18,200,,,,"Edge of small, wet drainage.",,,,,Carex utriculata; Glyceria grandis.,,,,,,,USA,Colorado,Mineral,,"San Juan National Forest, near West Fork of San Juan River, ca. 13 miles NE of Pagosa Springs, ca. 1 mile NW of West Fork Campground, W of Wolf Creek Pass along CR 648.",,37.454782,-106.91754,NAD83,,13S 0330398E 4147051N,,,,,,2460,,,,,8060ft,,,JWingate,4/10/2018 15:54,http://creativecommons.org/publicdomain/zero/1.0/,Public Domain,Public Domain,urn:uuid:c74d3d45-b762-4f95-97fe-b97a53dcd228,http://swbiodiversity.org/seinet/collections/individual/index.php?occid=3356109
16883164,DBG,KHD,,ca77be98-2a59-4aa9-bfc1-5ea615f2e6b7,PreservedSpecimen,a0641b5b-b281-451d-ab1d-391c04a78afe,,,Plantae,Magnoliophyta,,Poales,Cyperaceae,Carex inops,18005,Bailey,Carex,inops,,,Janet L. Wingate,,,,,,,Janet L. Wingate; John Gay,11759,7/21/2017,2017,7,21,202,,,Several plants.; Rhizomatous.,Meadow.; Rocky soil with bare soil.,,,,,"Danthonia parryi, Sedum lanceolatum, Antennaria, Koeleria macrantha.",Fruit,,,,,,USA,Colorado,Custer,,"Wet Mountains. Road 371, approx. 1 air mile W of Fairview.",,38.05528,-105.12609,WGS84,,,,,,,,2894,,,,,9495 ft,,,jwingate,12/10/2017 14:22,http://creativecommons.org/publicdomain/zero/1.0/,Public Domain,Public Domain,urn:uuid:a0641b5b-b281-451d-ab1d-391c04a78afe,http://swbiodiversity.org/seinet/collections/individual/index.php?occid=16883164
16529728,DBG,KHD,,ca77be98-2a59-4aa9-bfc1-5ea615f2e6b7,PreservedSpecimen,2ecaec54-534a-4f74-85f2-e29ea7662926,,,Plantae,Magnoliophyta,,Poales,Cyperaceae,Carex inops subsp. heliophila,45343,(Mackenzie) W. J. Crins,Carex,inops,subsp.,heliophila,Janet L. Wingate,,,,,,,"Janet L. Wingate; Christina Alba, Melissa Islam",11952,9/2/2017,2017,9,2,245,,,"Small population. Photos and tissue taken.; Leaf blades to 2 mm wide, culm bases purplish red, ladder filamentous, abundant fibers, tufted and rhizomatous.",Road ditch adjacent to sandsage prairie.; Sandy soil.,,,,,"Schizachyrium scoparium, Artemisia filifolia, Bouteloua gracilis.",Vegetative,,,,,,USA,Colorado,Kiowa,,"Roadside State Highway 96, N side of road, approx. 5 road miles E of Eads.",,38.46726,-102.67498,WGS84,,,,,,,,1256,,,,,4121 ft,,,jwingate,12/10/2017 14:23,http://creativecommons.org/publicdomain/zero/1.0/,Public Domain,Public Domain,urn:uuid:2ecaec54-534a-4f74-85f2-e29ea7662926,http://swbiodiversity.org/seinet/collections/individual/index.php?occid=16529728
11608218,DBG,KHD,,ca77be98-2a59-4aa9-bfc1-5ea615f2e6b7,PreservedSpecimen,ffb748c0-5ad7-4797-bb45-395bed1b4cb5,,,Plantae,Magnoliophyta,,Poales,Cyperaceae,Carex inops,18005,Bailey,Carex,inops,,,,,,,,,,Janet L. Wingate; Grace Rodriguez; Loraine Yeatts; Frank Morrey,10974,7/20/2016,2016,7,16,198,,,Infested with smut.,Aspen grove.,,,,,Danthonia parryi; Populus tremuloides,Fruit,,,,,,USA,Colorado,Chaffee,,"San Isabel National Forest, Browns Canyon National Monument, CR 185.",,38.72006,-105.96892,WGS84,,,,,,,,2835,,,,,9300 ft.,,,Jwingate,4/10/2018 15:54,http://creativecommons.org/publicdomain/zero/1.0/,Public Domain,Public Domain,urn:uuid:ffb748c0-5ad7-4797-bb45-395bed1b4cb5,http://swbiodiversity.org/seinet/collections/individual/index.php?occid=11608218
7829941,DBG,KHD,,ca77be98-2a59-4aa9-bfc1-5ea615f2e6b7,PreservedSpecimen,5d66af0b-7006-4eff-9555-0605662b4c8b,KHD00059625,56569,Plantae,Magnoliophyta,,Poales,Cyperaceae,Carex inops,18005,Bailey,Carex,inops,,,,,,,,,,Janet L. Wingate; John F. Gay,10577,7/12/2015,2015,7,12,193,,,Abundant ground cover.,Open Ponderosa pine forest.,,,,,Koeleria macrantha; Senecio,Fruit,,,,,,USA,Colorado,Park,,"Pike National Forest, South Park, Buffalo Springs Campground, approx. 12 miles S of Fairplay, W of highway 285, Forest Service Road. 431.",,39.03284,-105.98794,WGS84,3,,Grace Rodriguez,,GeoLocate,,,2797,,,,,9176 ft.,,,Jwingate,3/17/2017 11:22,http://creativecommons.org/publicdomain/zero/1.0/,Public Domain,Public Domain,urn:uuid:5d66af0b-7006-4eff-9555-0605662b4c8b,http://swbiodiversity.org/seinet/collections/individual/index.php?occid=7829941
3265508,DBG,KHD,,ca77be98-2a59-4aa9-bfc1-5ea615f2e6b7,PreservedSpecimen,6d0a6ba4-1218-44cd-9486-5cb94386c653,KHD00024944,50838,Plantae,Magnoliophyta,,Poales,Cyperaceae,Carex inops subsp. heliophila,45343,(Mackenzie) W. J. Crins,Carex,inops,subsp.,heliophila,,,,,,,,Janet L. Wingate,9284,4/27/2012,2012,4,27,118,,,Rhizomatous,Native grass horse pasture,,,,,Bouteloua gracilis; Schizachyrium scoparium; Andropogon gerardi; Carex duriuscula (Wingate 9285),,,,,,,USA,Colorado,Elbert,,"Ca. 4 miles S of town of Elizabeth, Chisholm Subdivision, 1250 S Stage Run Trail",,39.317058,-104.638857,NAD83,,13S 0531132E 4352024N,,,,,,2050,,,,,6732ft,,,JWingate,4/10/2018 15:54,http://creativecommons.org/publicdomain/zero/1.0/,Public Domain,Public Domain,urn:uuid:6d0a6ba4-1218-44cd-9486-5cb94386c653,http://swbiodiversity.org/seinet/collections/individual/index.php?occid=3265508
5320321,DBG,KHD,,ca77be98-2a59-4aa9-bfc1-5ea615f2e6b7,PreservedSpecimen,e211b9a4-c2ff-44bf-a769-c9099c8ae5c7,KHD00055181,54557,Plantae,Magnoliophyta,,Poales,Cyperaceae,Carex inops subsp. heliophila,45343,(Mackenzie) W. J. Crins,Carex,inops,subsp.,heliophila,,,,,,,,Janet L. Wingate,9941,6/2/2014,2014,6,2,153,,,Abundant understory.; Rhizomatous.,Ponderosa pine/Gambel Oak forest.,,,,,Pinus ponderosa; Quercus gambelii.,,,,,,,USA,Colorado,Douglas,Parker,Stellar Stables.,,39.41972,-104.67383,WGS84,,,,,,,,,,,,,,,,Jwingate,4/10/2018 15:54,http://creativecommons.org/publicdomain/zero/1.0/,Public Domain,Public Domain,urn:uuid:e211b9a4-c2ff-44bf-a769-c9099c8ae5c7,http://swbiodiversity.org/seinet/collections/individual/index.php?occid=5320321
4690583,DBG,KHD,,ca77be98-2a59-4aa9-bfc1-5ea615f2e6b7,PreservedSpecimen,7aef8603-cf27-4664-9bdb-9eb33388a29c,KHD00055447,54620,Plantae,Magnoliophyta,,Poales,Cyperaceae,Carex inops,18005,Bailey,Carex,inops,,,,,,,,,,Janet L. Wingate; John F. Gay,10012,6/20/2014,2014,6,20,171,,,Abundant ground cover.; Rhizomatous.,"Open, N facing slope in Ponderosa Pine forest.",,,,,Stipa viridula; Thermopsis montana; Ribes cereum. Smut infested Carex duriscula near.,Fruit,,,,,,USA,Colorado,Jefferson,,"Reynolds Park, Jefferson Co. Open Space Park, HW 97 (S Foxton Rd), SE of Conifer.",,39.46745,-105.2407,WGS84,,,,,,,,2233,,,,,7326 ft.,,,Jwingate,4/10/2018 15:54,http://creativecommons.org/publicdomain/zero/1.0/,Public Domain,Public Domain,urn:uuid:7aef8603-cf27-4664-9bdb-9eb33388a29c,http://swbiodiversity.org/seinet/collections/individual/index.php?occid=4690583
3049286,DBG,KHD,,ca77be98-2a59-4aa9-bfc1-5ea615f2e6b7,PreservedSpecimen,41cc832e-024f-4f9c-953a-f1a268300fbf,KHD00002791,34400,Plantae,Magnoliophyta,,Poales,CYPERACEAE,Carex inops,18005,Bailey,Carex,inops,,,,,,"Original label Carex pensylvanica Lam. ssp. heliophila (Mack.) Weber. Annotated to Carex inops L.H. Bailey subsp. heliophila (Mackenzie) Crins by Janet L. Wingate, 3/2009.",,,,Janet L. Wingate; Rick Brune,6361,6/6/1999,1999,6,6,157,,,"a few plants locally, , Condition: fair",Open grassy areas among Gambel oak groves,,,,,,,not introduced,,,,,USA,Colorado,Douglas,,Newlin Gulch,,39.483645,-104.81937,,,13N 0515534E 4370465N,,,Terrain Navigator,,Certainty code: 3,2036,,,,,6680 FT,,,,4/10/2018 15:54,http://creativecommons.org/publicdomain/zero/1.0/,Public Domain,Public Domain,urn:uuid:41cc832e-024f-4f9c-953a-f1a268300fbf,http://swbiodiversity.org/seinet/collections/individual/index.php?occid=3049286
3051899,DBG,KHD,,ca77be98-2a59-4aa9-bfc1-5ea615f2e6b7,PreservedSpecimen,1d319b7d-935a-4449-8cab-5f6c25d34449,KHD00014815,38658,Plantae,Magnoliophyta,,Poales,Cyperaceae,Carex inops subsp. heliophila,45343,(Mackenzie) W. J. Crins,Carex,inops,subsp.,heliophila,,,,"Original label Carex pensylvanica Lam. ssp. heliophila (Mack.) Weber. Annotated to Carex inops L.H. Bailey subsp. heliophila (Mackenzie) Crins by Janet L. Wingate, 3/2009.",,,,Janet L. Wingate; Michelle DePrenger-Levin; Velma Richards; Eleanor Ann Von Bargen; A. Cislo; B. Rowlette; F. Blanchard,8027,5/13/2003,2003,5,13,133,,,,"Shortgrass prairie. Slope of dry, snady knoll above floodplain.",,,,,,,,,,,,USA,Colorado,Elbert,,"Plains Conservation Center; West Bijou Creek property, Plains Conservation Center, West Bijou Creek property; 5,760 acres in Denver Basin along West Bijou Creek, 38 miles SE of downtown Denver and 12 miles S of Strasburg, CO.",,39.53518,-104.307206,,,13N 0559536E 4376398N,,,Terrain Navigator,,Certainty code: 1,1701,,,,,5580 FT,,,,4/10/2018 15:54,http://creativecommons.org/publicdomain/zero/1.0/,Public Domain,Public Domain,urn:uuid:1d319b7d-935a-4449-8cab-5f6c25d34449,http://swbiodiversity.org/seinet/collections/individual/index.php?occid=3051899
16892694,DBG,KHD,,ca77be98-2a59-4aa9-bfc1-5ea615f2e6b7,PreservedSpecimen,0f157567-a4bd-41c3-9627-24633be4b9f4,,,Plantae,Magnoliophyta,,Poales,Cyperaceae,Carex inops subsp. heliophila,45343,(Mackenzie) W. J. Crins,Carex,inops,subsp.,heliophila,Janet L. Wingate,,,,,,,Janet L. Wingate; Judth Miller Smith,11509,6/25/2017,2017,6,25,176,,,Scattered.; Rhizomatous.,Open Gambel oak woodland among vertical redrock boulders. Open rocky hillside.,,,,,"Artemisia ludoviciana, Eriogonum, Alyssum simplex.",Flower/fruit,,,,,,USA,Colorado,Jefferson,,"9501 Cougar Rd., W of Hogback, ca. 2 miles W of Chatfield State Park.",,39.54428,-105.13865,WGS84,,,,,,,,1795,,,,,5888 ft,,,jwingate,12/10/2017 14:20,http://creativecommons.org/publicdomain/zero/1.0/,Public Domain,Public Domain,urn:uuid:0f157567-a4bd-41c3-9627-24633be4b9f4,http://swbiodiversity.org/seinet/collections/individual/index.php?occid=16892694
3048913,DBG,KHD,,ca77be98-2a59-4aa9-bfc1-5ea615f2e6b7,PreservedSpecimen,1f29f1b9-8117-4c64-8ce6-35aefa4da6ac,KHD00002790,34002,Plantae,Magnoliophyta,,Poales,CYPERACEAE,Carex inops,18005,Bailey,Carex,inops,,,,,,"Original label Carex pensylvanica Lam. ssp. heliophila (Mack.) Weber. Annotated to Carex inops L.H. Bailey subsp. heliophila (Mackenzie) Crins by Janet L. Wingate, 3/2009.",,,,Janet L. Wingate; Rick Brune,6400,6/4/1999,1999,6,4,155,,, Condition: good,"Sandsage prairie, Stipa comata grassland, common.",,,,,,,not introduced,,,,,USA,Colorado,Yuma,,"Arikaree River Drainage, Sandhills 1/2 mile N or Arikaree River at P Rd.",,39.747833,-102.547144,,,13N 0710155E 4402647N,,,Terrain Navigator,,Certainty code: 3,1067,,,,,3500 FT,,,,4/10/2018 15:54,http://creativecommons.org/publicdomain/zero/1.0/,Public Domain,Public Domain,urn:uuid:1f29f1b9-8117-4c64-8ce6-35aefa4da6ac,http://swbiodiversity.org/seinet/collections/individual/index.php?occid=3048913
17604964,DBG,KHD,,ca77be98-2a59-4aa9-bfc1-5ea615f2e6b7,PreservedSpecimen,631fba43-0d97-42a2-ad68-965394b1451d,,,Plantae,Magnoliophyta,,Poales,Cyperaceae,Carex interior,945,Bailey,Carex,interior,,,Janet L. Wingate,,,,,,,Janet L. Wingate; John Gay,11722,7/19/2017,2017,7,19,200,,,"Infrequent.; Spikes gynecandrous, perigynia 2.3 mm, wingless, widest toward base, veins of dorsal surface radiating out from dorsal scar; ventral surface faintly nerved.","Spruce forest, edge of wet/moist meadow.; Mud/water. Moss.",,,,,"Picea engelmannii, Deschampsia caespitosa, Alopecurus magellanicus, Carex ebenea.",Fruit,,,,,,USA,Colorado,Custer,,"Wet Mountains. Greenhorn Mountain Road, Forest Service Road 369, approx. 5 miles S of St. Charles Peak.",,37.95222,-105.12375,WGS84,,,,,,,,3324,,,,,10907 ft,,,Jwingate,2/14/2018 15:10,http://creativecommons.org/publicdomain/zero/1.0/,Public Domain,Public Domain,urn:uuid:631fba43-0d97-42a2-ad68-965394b1451d,http://swbiodiversity.org/seinet/collections/individual/index.php?occid=17604964
3060623,DBG,KHD,,ca77be98-2a59-4aa9-bfc1-5ea615f2e6b7,PreservedSpecimen,a475eff0-ec75-4086-b557-ed5d1b5b70f9,KHD00002640,8652,Plantae,Magnoliophyta,,Poales,CYPERACEAE,Carex interior,945,Bailey,Carex,interior,,,,,,,,,,Janet L. Wingate,6021,7/16/1996,1996,7,16,198,,,", Condition: fair","Small open area at edge of pond. Wet meadow. Associate plants: Trioglochin palustris, Thalictum alpinum, C. dioica.",,,,,,,,,,,,USA,Colorado,Gunnison,,Kettle ponds S of Gothic and Rocky Mountain Biological Lab.,,38.953331,-106.990645,,1000,13N 0327506E 4313482N,,,"Terrain Navigator, Graphical Locater",,Certainty code: 4,2896,,,,,9500 FT ca,,,,4/10/2018 15:54,http://creativecommons.org/publicdomain/zero/1.0/,Public Domain,Public Domain,urn:uuid:a475eff0-ec75-4086-b557-ed5d1b5b70f9,http://swbiodiversity.org/seinet/collections/individual/index.php?occid=3060623
16778779,DBG,KHD,,ca77be98-2a59-4aa9-bfc1-5ea615f2e6b7,PreservedSpecimen,c5d643bb-f540-4a1d-84d4-68b209bf0c84,,,Plantae,Magnoliophyta,,Poales,Cyperaceae,Carex interior,945,Bailey,Carex,interior,,,Janet L. Wingate,,,,,,,"Janet L. Wingate; Christina Alba, Loraine Yeatts, Larry Allison, Elle Gadient",11627,6/15/2017,2017,6,15,166,,,Abundant. Photos and tissue taken.,"Fen, with standing water.",,,,,"Carex capillaris, Carex aquatilis, Carex utriculata",Fruit,,,,,,USA,Colorado,Gilpin,,"Gilpin County Library Fen, adjacent to Gilpin County Library and State Highway 119.",,39.87104,-105.4668,WGS84,,,,,,,,2767,,,,,9077 ft,,,jwingate,12/16/2017 13:27,http://creativecommons.org/publicdomain/zero/1.0/,Public Domain,Public Domain,urn:uuid:c5d643bb-f540-4a1d-84d4-68b209bf0c84,http://swbiodiversity.org/seinet/collections/individual/index.php?occid=16778779
3815510,DBG,KHD,,ca77be98-2a59-4aa9-bfc1-5ea615f2e6b7,PreservedSpecimen,50149341-e7af-404f-97c8-21c4f902ec5b,KHD00054509,53601,Plantae,Magnoliophyta,,Poales,Cyperaceae,Carex interior,945,Bailey,Carex,interior,,,,,,,,,,Janet L. Wingate; John F. Gay,9809,7/23/2013,2013,7,23,204,,,"One plant seen.; Spikes gynecandrous, perigynia wingless.",Bank of wetland of beaver ponds on Sarvis Creek; spruce/fir/lodgepole forest.; Wet/moist soil.,,,,,Carex microptera (Wingate 9811); Luzula parviflora (Wingate 9815); Carex aquatilis.,,,,,,,USA,Colorado,Grand,,"Sarvis Creek wetlands adjacent to Buffalo Park, ca. 17 air miles NW of Kremmling, by Forest Service Road 100 (19).",,40.234916,-106.61181,,,13S 0362886E 4455077N,,,,,,2828,,,,,9291 ft,,,JWingate,4/10/2018 15:54,http://creativecommons.org/publicdomain/zero/1.0/,Public Domain,Public Domain,urn:uuid:50149341-e7af-404f-97c8-21c4f902ec5b,http://swbiodiversity.org/seinet/collections/individual/index.php?occid=3815510
3263344,DBG,KHD,,ca77be98-2a59-4aa9-bfc1-5ea615f2e6b7,PreservedSpecimen,a790d2b0-4fda-4ffd-97a8-6f360536e7d2,KHD00024739,50709,Plantae,Magnoliophyta,,Poales,Cyperaceae,Carex interior,945,Bailey,Carex,interior,,,,,,,,,,Janet L. Wingate; John F. Gay,9143,7/18/2011,2011,7,18,199,,,,Large wetland,,,,,Carex aquatilis; Carex utriculata; Carex buxbaumii; Carex jonesii; Carex livida,,,,,,,USA,Colorado,Jackson,,"Routt National Forest, W of North Park, NW side of Big Creek Lakes",,40.931163,-106.619385,NAD83,,13S 0363663E 4532378N,,,,,,2750,,,,,9016ft,,,JWingate,4/10/2018 15:54,http://creativecommons.org/publicdomain/zero/1.0/,Public Domain,Public Domain,urn:uuid:a790d2b0-4fda-4ffd-97a8-6f360536e7d2,http://swbiodiversity.org/seinet/collections/individual/index.php?occid=3263344
3287223,DBG,KHD,,ca77be98-2a59-4aa9-bfc1-5ea615f2e6b7,PreservedSpecimen,dad56199-98fd-44e5-9f74-57c77e7451bc,KHD00003245,34320,Plantae,Magnoliophyta,,Poales,Cyperaceae,Carex japonica,180392,Thunb.,Carex,japonica,,,,,,,,,,Janet L. Wingate,6365,6/18/1999,1999,6,18,169,,,acc# 840470,,,,,,,,managed,,,,,USA,Colorado,Denver,,"Denver Botanic Gardens, 909 York Street, Rock Alpine Garden",,39.73193,-104.9619,,,,,,,,,,,,,,,,,,4/10/2018 15:54,http://creativecommons.org/publicdomain/zero/1.0/,Public Domain,Public Domain,urn:uuid:dad56199-98fd-44e5-9f74-57c77e7451bc,http://swbiodiversity.org/seinet/collections/individual/index.php?occid=3287223
3275899,DBG,KHD,,ca77be98-2a59-4aa9-bfc1-5ea615f2e6b7,PreservedSpecimen,7c94220d-acbf-4648-ac91-90a25fb7d4b6,KHD00029609,50879,Plantae,Magnoliophyta,,Poales,Cyperaceae,Carex jonesii,76373,L.H. Bailey,Carex,jonesii,,,,,,,,,,Janet L. Wingate; John F. Gay,9342,7/17/2012,2012,7,16,198,,,Abundant,Growing by small streamlet in wet meadow.,,,,,Carex ebenea; Deschampsia caespitosa; Phleum alpinum,,,,,,,USA,Colorado,Conejos,,"S side of La Manga Pass, ca 1 mile NW of Pinorealosa Mountain, CO Hwy 17",,37.065831,-106.395518,NAD83,,13S 0375936E 4103086N,,,,,,3081,,,,,10107 ft,,,JWingate,4/10/2018 15:54,http://creativecommons.org/publicdomain/zero/1.0/,Public Domain,Public Domain,urn:uuid:7c94220d-acbf-4648-ac91-90a25fb7d4b6,http://swbiodiversity.org/seinet/collections/individual/index.php?occid=3275899
3275902,DBG,KHD,,ca77be98-2a59-4aa9-bfc1-5ea615f2e6b7,PreservedSpecimen,68dc6688-d56c-4288-8860-0abcae894add,KHD00029706,51112,Plantae,Magnoliophyta,,Poales,Cyperaceae,Carex jonesii,76373,L.H. Bailey,Carex,jonesii,,,,,,,,,,Janet L. Wingate; John F. Gay,9350B,7/17/2012,2012,7,16,198,,,Abundant,Growing at edge of stream in moss.,,,,,Moss and liverworts,,,,,,,USA,Colorado,Conejos,,"S side of La Manga Pass, N Fork Rio de los Pinos, ca 1 mile NW of Pinorealosa Mountain, CO Hwy 17",,37.0676,-106.396046,NAD83,,13S 0375892E 4103283N,,,,,,3078,,,,,10100 ft,,,JWingate,4/10/2018 15:54,http://creativecommons.org/publicdomain/zero/1.0/,Public Domain,Public Domain,urn:uuid:68dc6688-d56c-4288-8860-0abcae894add,http://swbiodiversity.org/seinet/collections/individual/index.php?occid=3275902
3276865,DBG,KHD,,ca77be98-2a59-4aa9-bfc1-5ea615f2e6b7,PreservedSpecimen,2bd51e62-4aea-4ace-a5f2-5f2b46275a0d,KHD00024950,51108,Plantae,Magnoliophyta,,Poales,Cyperaceae,Carex jonesii,76373,L.H. Bailey,Carex,jonesii,,,,,,,,,,Janet L. Wingate; John F. Gay,9358,7/18/2012,2012,7,18,200,,,Abundant.,Growing along small wet drainage adjacent to road.,,,,,Deschampsia caespitosa.,,,,,,,USA,Colorado,Conejos,,"N side of La Manga Pass, CO Hwy 17.",,37.080026,-106.384866,NAD83,,13S 0376906E 4104647N,,,,,,3117,,,,,10228 ft,,,JWingate,4/10/2018 15:54,http://creativecommons.org/publicdomain/zero/1.0/,Public Domain,Public Domain,urn:uuid:2bd51e62-4aea-4ace-a5f2-5f2b46275a0d,http://swbiodiversity.org/seinet/collections/individual/index.php?occid=3276865
