id,institutionCode,collectionCode,ownerInstitutionCode,collectionID,basisOfRecord,occurrenceID,catalogNumber,otherCatalogNumbers,kingdom,phylum,class,order,family,scientificName,taxonID,scientificNameAuthorship,genus,specificEpithet,taxonRank,infraspecificEpithet,identifiedBy,dateIdentified,identificationReferences,identificationRemarks,taxonRemarks,identificationQualifier,typeStatus,recordedBy,recordNumber,eventDate,year,month,day,startDayOfYear,endDayOfYear,verbatimEventDate,occurrenceRemarks,habitat,fieldNumber,informationWithheld,dataGeneralizations,dynamicProperties,associatedTaxa,reproductiveCondition,establishmentMeans,lifeStage,sex,individualCount,preparations,country,stateProvince,county,municipality,locality,locationRemarks,decimalLatitude,decimalLongitude,geodeticDatum,coordinateUncertaintyInMeters,verbatimCoordinates,georeferencedBy,georeferenceProtocol,georeferenceSources,georeferenceVerificationStatus,georeferenceRemarks,minimumElevationInMeters,maximumElevationInMeters,minimumDepthInMeters,maximumDepthInMeters,verbatimDepth,verbatimElevation,disposition,language,recordEnteredBy,modified,rights,rightsHolder,accessRights,recordId,references
3265509,DBG,KHD,,ca77be98-2a59-4aa9-bfc1-5ea615f2e6b7,PreservedSpecimen,d0376ac2-4f86-4e54-ad4a-f3a132fd8331,KHD00024943,50837,Plantae,Magnoliophyta,,Poales,Cyperaceae,Carex duriuscula,1207,C.A. Mey.,Carex,duriuscula,,,,,,,,,,Janet L. Wingate,9285,4/27/2012,2012,4,27,118,,,Common,Native grass horse pasture,,,,,Bouteloua gracilis; Schizachyrium scoparium; Andropogon gerardi; Carex inops subsp. heliophila (Wingate 9284),,,,,,,USA,Colorado,Elbert,,"Ca. 4 miles S of town of Elizabeth, Chisholm Subdivision, 1250 S Stage Run Trail",,39.317058,-104.638857,NAD83,,13S 0531132E 4352024N,,,,,,2050,,,,,6732ft,,,JWingate,4/10/2018 15:54,http://creativecommons.org/publicdomain/zero/1.0/,Public Domain,Public Domain,urn:uuid:d0376ac2-4f86-4e54-ad4a-f3a132fd8331,http://swbiodiversity.org/seinet/collections/individual/index.php?occid=3265509
7707175,DBG,KHD,,ca77be98-2a59-4aa9-bfc1-5ea615f2e6b7,PreservedSpecimen,95c85c77-47e9-4564-91be-c684ddbc74b1,KHD00061351,,Plantae,Magnoliophyta,,Poales,Cyperaceae,Carex duriuscula,1207,C.A. Mey.,Carex,duriuscula,,,,,,,,,,Janet L. Wingate; John F. Gay,10275,6/19/2015,2015,6,19,170,,,Abundant.; Rhizomatous ground cover in disturbed parking area.,Camping area adjacent to road and creek.,,,,,Artemisia frigida; Juncus arcticus; Androsace septentrionalis.,Fruit,,,,,,USA,Colorado,Park,,"Long Gulch, ca. 9.5 air miles E of Jefferson. Lost Park Road and Rock Creek.",,39.34861,-105.6392,WGS84,,,,,,,,2994,,,,,9822 ft,,,Jwingate,4/3/2017 13:56,http://creativecommons.org/publicdomain/zero/1.0/,Public Domain,Public Domain,urn:uuid:95c85c77-47e9-4564-91be-c684ddbc74b1,http://swbiodiversity.org/seinet/collections/individual/index.php?occid=7707175
4138611,DBG,KHD,,ca77be98-2a59-4aa9-bfc1-5ea615f2e6b7,PreservedSpecimen,f34b0f03-aa66-4e87-98f6-0ae0548942da,KHD00054503,53857,Plantae,Magnoliophyta,,Poales,Cyperaceae,Carex duriuscula,1207,C.A. Mey.,Carex,duriuscula,,,,,,,,,,Janet L. Wingate; John F. Gay,9618,5/4/2013,2013,5,4,124,,,Common.,"Overgrazed cow pasture.; Sandy, S facing, by dirt road.",,,,,Bromus inermis.,Flower,,,,,,USA,Colorado,Elbert,,"Near SW corner of Highway 86 and County Road 37, between Kiowa and Elizabeth.",,39.35189,-104.49667,WGS84,,13S 0531132E 4352024N,,,,,,,,,,,,,,JWingate,4/10/2018 15:54,http://creativecommons.org/publicdomain/zero/1.0/,Public Domain,Public Domain,urn:uuid:f34b0f03-aa66-4e87-98f6-0ae0548942da,http://swbiodiversity.org/seinet/collections/individual/index.php?occid=4138611
7708155,DBG,KHD,,ca77be98-2a59-4aa9-bfc1-5ea615f2e6b7,PreservedSpecimen,08273272-8c14-4948-b218-d4c84bb8e81b,KHD00061378,,Plantae,Magnoliophyta,,Poales,Cyperaceae,Carex duriuscula,1207,C.A. Mey.,Carex,duriuscula,,,,,,,,,,Janet L. Wingate; John F. Gay,10287,6/19/2015,2015,6,19,170,,,Scattered.; Rhizomatous.,Road edge.; Gravel/sand.,,,,,Artemisia frigida; Koeleria macrantha; grasses.,Fruit,,,,,,USA,Colorado,Park,,"Approx. 5 air miles E of Jefferson. Fox Creek Hills Rd, Rd 39.",,39.35393,-105.72853,WGS84,,,,,,,,3002,,,,,9849 ft,,,Jwingate,4/3/2017 13:56,http://creativecommons.org/publicdomain/zero/1.0/,Public Domain,Public Domain,urn:uuid:08273272-8c14-4948-b218-d4c84bb8e81b,http://swbiodiversity.org/seinet/collections/individual/index.php?occid=7708155
3269310,DBG,KHD,,ca77be98-2a59-4aa9-bfc1-5ea615f2e6b7,PreservedSpecimen,939201ef-e78a-4d49-a03c-f768fbe2dd65,KHD00024709,50768,Plantae,Magnoliophyta,,Poales,Cyperaceae,Carex duriuscula,1207,C.A. Mey.,Carex,duriuscula,,,,,,,,,,Janet L. Wingate; Hugh Wingate,6039,7/20/1996,1996,7,20,202,,,"Small clumps, common",Growing in gravel at edge of road to Twin Cones,,,,,Juncus arcticus ssp. balticus,,,,,,,USA,Colorado,Park,,"South Park, Lost Park Road, 3.8 miles from Hughway 285.",,39.374921,-105.732306,,1000,13 0436924E 4358639N,,,"Terrain Navigator, Graphical Locater",,Certainty code: 4,,,,,,,,,JWingate,4/10/2018 15:54,http://creativecommons.org/publicdomain/zero/1.0/,Public Domain,Public Domain,urn:uuid:939201ef-e78a-4d49-a03c-f768fbe2dd65,http://swbiodiversity.org/seinet/collections/individual/index.php?occid=3269310
4690590,DBG,KHD,,ca77be98-2a59-4aa9-bfc1-5ea615f2e6b7,PreservedSpecimen,a58c6a61-4ab2-4f2f-af61-09cb03a8fdb0,KHD00056261,54624,Plantae,Magnoliophyta,,Poales,Cyperaceae,Carex duriuscula,1207,C.A. Mey.,Carex,duriuscula,,,,,,,,,,Janet L. Wingate; John F. Gay,10016,6/20/2014,2014,6,20,171,,,Locally common.,Trail side in meadow in Ponderosa Pine forest.; Gravel.,,,,,Lepidium densiflorum; grasses.,,,,,,,USA,Colorado,Jefferson,,"Reynolds Park, Jefferson Co. Open Space Park, HW97 (S Foxton Rd), SE of Conifer.",,39.46772,-105.2408,WGS84,,,,,,,,2237,,,,,7340 ft.,,,Jwingate,4/10/2018 15:54,http://creativecommons.org/publicdomain/zero/1.0/,Public Domain,Public Domain,urn:uuid:a58c6a61-4ab2-4f2f-af61-09cb03a8fdb0,http://swbiodiversity.org/seinet/collections/individual/index.php?occid=4690590
3263361,DBG,KHD,,ca77be98-2a59-4aa9-bfc1-5ea615f2e6b7,PreservedSpecimen,1244b3a4-5a24-42b4-9f5f-a395842f7342,KHD00047021,50721,Plantae,Magnoliophyta,,Poales,Cyperaceae,Carex duriuscula,1207,C.A. Mey.,Carex,duriuscula,,,,,,,,,,Janet L. Wingate; Pam Regensberg; Mike Gellner,9186,7/25/2011,2011,7,25,206,,,"Chestnut colored heads, very common in parking lot",Barren parking lot,,,,,Carex praegracilis,,,,,,,USA,Colorado,Park,,"Ca. 13 air miles S of Georgetown, S side of Guanella Pass road across from Abyss Trail Head and along Geneva Creek",,39.510862,-105.710618,,,13S 0438911E 4373711N,,,,,,2940,,,,,9646ft,,,JWingate,4/10/2018 15:54,http://creativecommons.org/publicdomain/zero/1.0/,Public Domain,Public Domain,urn:uuid:1244b3a4-5a24-42b4-9f5f-a395842f7342,http://swbiodiversity.org/seinet/collections/individual/index.php?occid=3263361
3055202,DBG,KHD,,ca77be98-2a59-4aa9-bfc1-5ea615f2e6b7,PreservedSpecimen,97417851-719d-49b9-8651-f9c4e82ec75f,KHD00032890,43202,Plantae,Magnoliophyta,,Poales,CYPERACEAE,Carex duriuscula,1207,C.A. Mey.,Carex,duriuscula,,,,,,,,,,Janet L. Wingate; Eleanor Ann Von Bargen; Richards; Winther,8916,5/19/2005,2005,5,19,139,,,,"Shortgrass prairie. Growing with Carex filifolia, Bouteloua gracilis.",,,,,,,,,,,,USA,Colorado,Elbert,,"Plains Conservation Center; West Bijou Creek property, Plains Conservation Center, West Bijou Creek property; 5,760 acres in Denver Basin along West Bijou Creek, 38 miles SE of downtown Denver and 12 miles S of Strasburg, CO.",,39.528675,-104.319453,,,13 0558489E 4375668N,,,,,,1734,,,,,5689 FT ca,,,,4/10/2018 15:54,http://creativecommons.org/publicdomain/zero/1.0/,Public Domain,Public Domain,urn:uuid:97417851-719d-49b9-8651-f9c4e82ec75f,http://swbiodiversity.org/seinet/collections/individual/index.php?occid=3055202
5320319,DBG,KHD,,ca77be98-2a59-4aa9-bfc1-5ea615f2e6b7,PreservedSpecimen,5b5fcabd-7978-44a8-a226-5048ce7597a2,KHD00055179,54555,Plantae,Magnoliophyta,,Poales,Cyperaceae,Carex duriuscula,1207,C.A. Mey.,Carex,duriuscula,,,,,,,,,,Janet L. Wingate,9939,4/7/2014,2014,4,7,97,,,"Brought in with Buchloe dactyloides plugs from Elbert County.; Androgynous spikes, smooth stems, rhizomatous.",Short grass prairie garden.,,,,,Buchloe dactyloides; Bouteloua gracilis; Bouteloua curtipendula.,,,,,,,USA,Colorado,Denver,Denver,"3052 S Ivan Way, Denver",,39.659,-105.06307,WGS84,,,,,,,,,,,,,,,,Jwingate,4/10/2018 15:54,http://creativecommons.org/publicdomain/zero/1.0/,Public Domain,Public Domain,urn:uuid:5b5fcabd-7978-44a8-a226-5048ce7597a2,http://swbiodiversity.org/seinet/collections/individual/index.php?occid=5320319
3042807,DBG,KHD,,ca77be98-2a59-4aa9-bfc1-5ea615f2e6b7,PreservedSpecimen,109ae21b-3381-4de6-8a52-7771f319bc21,KHD00002797,23932,Plantae,Magnoliophyta,,Poales,CYPERACEAE,Carex duriuscula,1207,C.A. Mey.,Carex,duriuscula,,,,,,"Original ID Carex heliophila Mack. Annotated to Carex stenophylla Wahlenb. subsp. eleocharis (L.H. Bailey) Hulten by Janet L. Wingate, 3/2009. Annotated to Carex duriuscula C.A. Meyer det. Janet Wingate, 11/2010.",,,,Janet L. Wingate,4305,4/20/1986,1986,4,20,110,,,"Det. by H. D. Harrington., , Condition: fair; Notes: Very immature. 2 style branches, perigynium not pubescent. J. Wingate, 3/2009.","Dry area, one colony, area grazed, disturbed.",,,,,,,,,,,,USA,Colorado,Jefferson,,"Dora and Pauline Memorial Nature Preserve, 0.6 Miles S of W 64th Avenue. Near W ffence line and stream.",,39.805595,-105.173817,,,13N 0485121E 4406195N,,,Terrain Navigator,,Certainty code: 3,1701,,,,,5580 FT,,,,4/10/2018 15:54,http://creativecommons.org/publicdomain/zero/1.0/,Public Domain,Public Domain,urn:uuid:109ae21b-3381-4de6-8a52-7771f319bc21,http://swbiodiversity.org/seinet/collections/individual/index.php?occid=3042807
10283580,DBG,KHD,,ca77be98-2a59-4aa9-bfc1-5ea615f2e6b7,PreservedSpecimen,8f385828-6416-4b25-8631-b1680ee15a74,KHD00062331,,Plantae,Magnoliophyta,,Poales,Cyperaceae,Carex duriuscula,1207,C.A. Mey.,Carex,duriuscula,,,,,,,,,,Janet L. Wingate,10697,5/28/2016,2016,5,28,149,,,Locally abundant.; Few fruiting culms.,Slight depression in floodplain.,,,,,Bromus inermis; Pascopyrum smithii; Artemisia ludoviciana; Bromus tectorum.,Fruit,,,,,,USA,Colorado,Phillips,,"Frenchman Creek State Wildlife Area, 5 miles W of Holyoke between County Roads 27 and 29, 0.5 mile S of Highway 6. Frenchman Creek SWA is approximately 71 acres and ranges from 3,804 to 3,847 ft in elevation.",,40.59236,-102.40235,WGS84,,,,,,,,1149,,,,,3820 ft,,,Jwingate,4/10/2018 15:54,http://creativecommons.org/publicdomain/zero/1.0/,Public Domain,Public Domain,urn:uuid:8f385828-6416-4b25-8631-b1680ee15a74,http://swbiodiversity.org/seinet/collections/individual/index.php?occid=10283580
3047451,DBG,KHD,,ca77be98-2a59-4aa9-bfc1-5ea615f2e6b7,PreservedSpecimen,008426f1-d6b3-4ed4-9e49-8a172818f9c3,KHD00002929,32312,Plantae,Magnoliophyta,,Poales,CYPERACEAE,Carex duriuscula,1207,C.A. Mey.,Carex,duriuscula,,,,,,"Original identification as Carex stenophylla Wahlenberg ssp. eleocharis (Bailey) Hulten. Annotated to Carex duriuscula C.A. Meyer det. Janet Wingate, 11/2010.",,,,Janet L. Wingate,6200,6/14/1998,1998,6,14,165,,,", Condition: fair; Rhizomatous.","Along hiking trail, common in campground.",,,,,,,,,,,,USA,Colorado,Weld,,"Pawnee National Grassland. Crow Creek Campgound, Crow Creek near Briggsdale and junction of Hwy 14 and Rd 77.",,40.646939,-104.345492,,,13N 0555338E 4499771N,,,Terrain Navigator,,Certainty code: 3,,,,,,,,,,4/10/2018 15:54,http://creativecommons.org/publicdomain/zero/1.0/,Public Domain,Public Domain,urn:uuid:008426f1-d6b3-4ed4-9e49-8a172818f9c3,http://swbiodiversity.org/seinet/collections/individual/index.php?occid=3047451
3263214,DBG,KHD,,ca77be98-2a59-4aa9-bfc1-5ea615f2e6b7,PreservedSpecimen,57c30db4-a9f3-4a75-ab93-2daae51d4056,KHD00024749,50702,Plantae,Magnoliophyta,,Poales,Cyperaceae,Carex duriuscula,1207,C.A. Mey.,Carex,duriuscula,,,,,,,,,,Janet L. Wingate; John F. Gay,9133,7/18/2011,2011,7,18,199,,,,"Dry, barren gravel of road edge",,,,,,,,,,,,USA,Colorado,Jackson,,"North Park, junction of State Hwy 14 and Hwy 14/125 SW of Walden",,40.71712,-106.295104,NAD83,,13S 0390614E 4508162N,,,,,,2470,,,,,8096ft,,,Jwingate,4/10/2018 15:54,http://creativecommons.org/publicdomain/zero/1.0/,Public Domain,Public Domain,urn:uuid:57c30db4-a9f3-4a75-ab93-2daae51d4056,http://swbiodiversity.org/seinet/collections/individual/index.php?occid=3263214
3275900,DBG,KHD,,ca77be98-2a59-4aa9-bfc1-5ea615f2e6b7,PreservedSpecimen,4320a561-c13e-4d33-8949-578fc2603579,KHD00029611,50881,Plantae,Magnoliophyta,,Poales,Cyperaceae,Carex ebenea,972,Rydb.,Carex,ebenea,,,,,,,,,,Janet L. Wingate; John F. Gay,9346,7/17/2012,2012,7,16,198,,,,Growing by small streamlet in wet meadow.,,,,,Deschampsia caespitosa; Phleum alpinum; Carex jonesii,,,,,,,USA,Colorado,Conejos,,"S side of La Manga Pass, ca 1 mile NW of Pinorealosa Mountain, CO Hwy 17",,37.065831,-106.395518,NAD83,,13S 0375936E 4103086N,,,,,,3081,,,,,10107 ft,,,JWingate,4/10/2018 15:54,http://creativecommons.org/publicdomain/zero/1.0/,Public Domain,Public Domain,urn:uuid:4320a561-c13e-4d33-8949-578fc2603579,http://swbiodiversity.org/seinet/collections/individual/index.php?occid=3275900
5318925,DBG,KHD,,ca77be98-2a59-4aa9-bfc1-5ea615f2e6b7,PreservedSpecimen,f7c37d76-eb72-4462-9067-429b63516072,KHD00056287,54832,Plantae,Magnoliophyta,,Poales,Cyperaceae,Carex ebenea,972,Rydb.,Carex,ebenea,,,,,,,,,,Janet L. Wingate; John F. Gay,10256,8/14/2014,2014,7,19,200,,,Few fruiting stems seen.,"Roadside spring producing wet ditch with running water, spruce/fir forest.; Wet soil.",,,,,Luzula parviflora (Wingate 10245); Poa annua (Wingate 1024); Carex bella (Wingate 10246).,Fruit,,,,,,USA,Colorado,Huerfano,,"County Rd 364 to Cordova Pass, Culebra Range, San Isabel National Forest.",,37.34491,-105.03351,WGS84,,,,,,,,3399,,,,,11150 ft,,,Jwingate,4/10/2018 15:54,http://creativecommons.org/publicdomain/zero/1.0/,Public Domain,Public Domain,urn:uuid:f7c37d76-eb72-4462-9067-429b63516072,http://swbiodiversity.org/seinet/collections/individual/index.php?occid=5318925
16882740,DBG,KHD,,ca77be98-2a59-4aa9-bfc1-5ea615f2e6b7,PreservedSpecimen,d30e24be-30da-4803-b79a-18ca6bc2bda4,,,Plantae,Magnoliophyta,,Poales,Cyperaceae,Carex ebenea,972,Rydb.,Carex,ebenea,,,Janet L. Wingate,,,,,,,Janet L. Wingate; John Gay,11733,7/19/2017,2017,7,19,200,,,Scattere. Photo IMG0445,Area adjacent to Carex aquatilis wetland surrounding lake.; Moist soil.,,,,,"Deschampsia caespitosa, Antennaria corymbosa, Potentilla gracilis.",Fruit,,,,,,USA,Colorado,Huerfano,,"Wet Mountains. Greenhorn Mountain. Southern Blue Lake. Greenhorn Mountain Road, Forest Service Road 634.",,37.89735,-105.04015,WGS84,,,,,,,,3452,,,,,11327 ft,,,jwingate,12/30/2017 19:06,http://creativecommons.org/publicdomain/zero/1.0/,Public Domain,Public Domain,urn:uuid:d30e24be-30da-4803-b79a-18ca6bc2bda4,http://swbiodiversity.org/seinet/collections/individual/index.php?occid=16882740
16882655,DBG,KHD,,ca77be98-2a59-4aa9-bfc1-5ea615f2e6b7,PreservedSpecimen,7a0d1d20-1b66-43ed-9357-21c548e91c89,KHD00064351,,Plantae,Magnoliophyta,,Poales,Cyperaceae,Carex ebenea,972,Rydb.,Carex,ebenea,,,Janet L. Wingate,,,,,,,Janet L. Wingate; John Gay,11716,7/19/2017,2017,7,19,200,,,Local population.,Edge of Wet/moist meadow. In Trees.,,,,,"Picea engelmannii, Carex, Deschampsia caespitosa, Poa alpina.",Fruit,,,,,,USA,Colorado,Custer,,"Wet Mountains. Greenhorn Mountain Road, Forest Service Road 369, approx. 5 miles S of St. Charles Peak.",,37.95222,-105.12375,WGS84,,,,,,,,3324,,,,,10907 ft,,,jwingate,4/16/2018 12:13,http://creativecommons.org/publicdomain/zero/1.0/,Public Domain,Public Domain,urn:uuid:7a0d1d20-1b66-43ed-9357-21c548e91c89,http://swbiodiversity.org/seinet/collections/individual/index.php?occid=16882655
16941359,DBG,KHD,,ca77be98-2a59-4aa9-bfc1-5ea615f2e6b7,PreservedSpecimen,2ade5ce3-4230-44f4-9162-ce16b2c79933,KHD00064345,,Plantae,Magnoliophyta,,Poales,Cyperaceae,Carex ebenea,972,Rydb.,Carex,ebenea,,,Janet L. Wingate,,,,,,,Janet L. Wingate; John Gay,11709,7/19/2017,2017,7,19,200,,,Scattered.,Wet/moist meadow.,,,,,"Juncus hallii, Carex.",Fruit,,,,,,USA,Colorado,Custer,,"Wet Mountains. Greenhorn Mountain Road, Forest Service Road 369, approx. 5 miles S of St. Charles Peak.",,37.95222,-105.12375,WGS84,,,,,,,,3324,,,,,10907 ft,,,jwingate,4/16/2018 12:07,http://creativecommons.org/publicdomain/zero/1.0/,Public Domain,Public Domain,urn:uuid:2ade5ce3-4230-44f4-9162-ce16b2c79933,http://swbiodiversity.org/seinet/collections/individual/index.php?occid=16941359
3411895,DBG,KHD,,ca77be98-2a59-4aa9-bfc1-5ea615f2e6b7,PreservedSpecimen,890ab31c-578c-47f6-b155-986a17de3e3f,KHD00046119,51705,Plantae,Magnoliophyta,,Poales,Cyperaceae,Carex ebenea,972,Rydb.,Carex,ebenea,,,Janet L. Wingate,12/31/2013,,"Culms 1,2,3,7 Carex haydeniana; culms 4,5,6 Carex microptera.",,,,Janet L. Wingate; John Gay,8736,7/20/2006,2006,7,20,201,,,,Meadow with small manmade pond and wetland. Growing on dam.,,,,,Deschampsia caespitosa; Carex microptera; Carex vesicaria.,Fruit,,,,,,USA,Colorado,Montrose,,"Uncompahgre Plateau, Darling Lake at intersection of Houser Rd & N Divide Rd",,38.325293,-108.230108,,,12 0742133E 4245539N,,,Terrain Navigator,,Certainty code: 1,2997,,,,,9834 FT ca,,,jthomas,4/10/2018 15:54,http://creativecommons.org/publicdomain/zero/1.0/,Public Domain,Public Domain,urn:uuid:890ab31c-578c-47f6-b155-986a17de3e3f,http://swbiodiversity.org/seinet/collections/individual/index.php?occid=3411895
12950873,DBG,KHD,,ca77be98-2a59-4aa9-bfc1-5ea615f2e6b7,PreservedSpecimen,41fd40d9-69c7-4127-8109-5f94e3509ba8,KHD00025107,,Plantae,Magnoliophyta,,Poales,Cyperaceae,Carex ebenea,972,Rydb.,Carex,ebenea,,,,,,,,,,Janet L. Wingate; John Gay,8736,7/20/2006,2006,7,20,201,,,"Mixed collection: Culms 1,2,3,7 Carex ebenea; Culms 4, 5, 6 Carex microptera.",Meadow with small man-make pond and wetland. Growing on dam.,,,,,Deschampsia caespitosa; Carex microptera; Carex vesicaria,Fruit,,,,,,USA,Colorado,Montrose,,"Uncompahgre Plateau, Darling Lake at intersection of Houser Rd & N Divide Rd.",,38.325293,-108.230108,,,12 0742133E 4245539N,,,,,,2997,,,,,9834 ft,,,Jwingate,9/6/2017 17:22,http://creativecommons.org/publicdomain/zero/1.0/,Public Domain,Public Domain,urn:uuid:41fd40d9-69c7-4127-8109-5f94e3509ba8,http://swbiodiversity.org/seinet/collections/individual/index.php?occid=12950873
8564269,DBG,KHD,,ca77be98-2a59-4aa9-bfc1-5ea615f2e6b7,PreservedSpecimen,fa87bdc6-f636-4f4e-869a-5a9a128b815c,KHD00060225,56872,Plantae,Magnoliophyta,,Poales,Cyperaceae,Carex ebenea,972,Rydb.,Carex,ebenea,,,,,,,,,,Janet L. Wingate; John F. Gay,9753,7/17/2013,2013,7,17,198,,,Abundant on dam.,Growing on dam of lake; opening in spruce/fir forest.,,,,,Deschampsia cespitosa; Carex vesicaria; Carex microptera; Achillea lanulosa.,Fruit,,,,,,USA,Colorado,Montrose,,"Uncompahgre National Forest, Plateau Division; Darling Lake, junction of V37 Road and Divide Road.",,38.326998,-108.230592,WGS84,,12s 0742085E 4245727N,,,,,,2999,,,,,9838 ft,,,Jwingate,4/10/2018 15:54,http://creativecommons.org/publicdomain/zero/1.0/,Public Domain,Public Domain,urn:uuid:fa87bdc6-f636-4f4e-869a-5a9a128b815c,http://swbiodiversity.org/seinet/collections/individual/index.php?occid=8564269
8194636,DBG,KHD,,ca77be98-2a59-4aa9-bfc1-5ea615f2e6b7,PreservedSpecimen,f8649f58-92a3-417e-9a5e-01aee3795b1d,,,Plantae,Magnoliophyta,,Poales,Cyperaceae,Carex ebenea,972,Rydb.,Carex,ebenea,,,,,,,,,,Janet L. Wingate; John F. Gay,,7/16/2013,2013,7,16,197,,,,Near small pond in Spruce/fir forest.,,,,,Deschampsia caespitosa; Eleocharis palustris.,Fruit.,,,,,,USA,Colorado,Montrose,,"Uncompahgre National Forest, Plateau Division; Hikey Pond N or Divide Road.",,38.382197,-108.290481,WGS84,,12S 0736669E 4251698N,,,,,,2914,,,,,9509 ft,,,Jwingate,4/10/2018 15:54,http://creativecommons.org/publicdomain/zero/1.0/,Public Domain,Public Domain,urn:uuid:f8649f58-92a3-417e-9a5e-01aee3795b1d,http://swbiodiversity.org/seinet/collections/individual/index.php?occid=8194636
8194639,DBG,KHD,,ca77be98-2a59-4aa9-bfc1-5ea615f2e6b7,PreservedSpecimen,e7798b58-7272-4dd2-84d6-10082647d283,KHD00059498,56052,Plantae,Magnoliophyta,,Poales,Cyperaceae,Carex ebenea,972,Rydb.,Carex,ebenea,,,,,,,,,,Janet L. Wingate; John F. Gay,9730,7/16/2013,2013,7,16,197,,,Heads reddish-brown.,Opening in Spruce/fir forest.,,,,,Carex vesicaria; Deschampsia caespitosa.,Fruit,,,,,,USA,Colorado,Montrose,,"Uncompahgre National Forest, Plateau Division; Hikey Pond N or Divide Road.",,38.382197,-108.290481,WGS84,,12S 0736669E 4251698N,,,,,,2914,,,,,9509 ft,,,Jwingate,4/3/2017 13:56,http://creativecommons.org/publicdomain/zero/1.0/,Public Domain,Public Domain,urn:uuid:e7798b58-7272-4dd2-84d6-10082647d283,http://swbiodiversity.org/seinet/collections/individual/index.php?occid=8194639
3347703,DBG,KHD,,ca77be98-2a59-4aa9-bfc1-5ea615f2e6b7,PreservedSpecimen,dbb994fc-dda6-441d-add1-672da30ed0a4,KHD00041430,50883,Plantae,Magnoliophyta,,Poales,Cyperaceae,Carex ebenea,972,Rydb.,Carex,ebenea,,,,,,,,,,Janet L. Wingate; John F. Gay,9294,6/26/2012,2012,6,26,178,,,,"Vegetated bank of sandbar of River.; Damp, sandy soil.",,,,,Deschampsia caespitosa; Taraxacum officinale; Poa reflexa; Mertensia ciliata.,,,,,,,USA,Colorado,Chaffee,,"N or Monarck Park Campground, by US Hwy 50, N of Monarck Pass, Arkansas River",,38.51551,-106.325531,,,,John Cowling,,Google Earth,,,3199,,,,,10496 ft,,,JWingate,4/10/2018 15:54,http://creativecommons.org/publicdomain/zero/1.0/,Public Domain,Public Domain,urn:uuid:dbb994fc-dda6-441d-add1-672da30ed0a4,http://swbiodiversity.org/seinet/collections/individual/index.php?occid=3347703
3057477,DBG,KHD,,ca77be98-2a59-4aa9-bfc1-5ea615f2e6b7,PreservedSpecimen,baab8cd1-6003-4a48-9b7b-73e378f59588,KHD00026300,47195,Plantae,Magnoliophyta,,Poales,CYPERACEAE,Carex ebenea,972,Rydb.,Carex,ebenea,,,,,,,,,,Janet L. Wingate; Eleanor Ann Von Bargen,9019,7/17/2009,2009,7,17,198,,,2009 Floristic Survey of Windy Point & vicinity; Caespitose; occasional.,"Grassy slope below Windy Point near pinus aristata timberline; associates include, Achillea lanulosa, Phleum commutatum, Danthonia intermedia, Sibbaldia procumbens, Salix sp. Granitic substrate.",,,,,,,,,,,,USA,Colorado,El Paso,,"Windy Point and Vicinity., Pike-San Isabel National Forest, Pikes Peak, Boemer Creek headwaters below cog railway ca. 0.7mi S. of Sachett Mt.  Below Windy Point by obscure old road.",,38.812425,-105.025063,,,NAD27 13S 0497824E 4295754N,,,Terrain Navigator,,Certainty code: 1,3576,,,,,11733 FT,,,,4/10/2018 15:54,http://creativecommons.org/publicdomain/zero/1.0/,Public Domain,Public Domain,urn:uuid:baab8cd1-6003-4a48-9b7b-73e378f59588,http://swbiodiversity.org/seinet/collections/individual/index.php?occid=3057477
3057478,DBG,KHD,,ca77be98-2a59-4aa9-bfc1-5ea615f2e6b7,PreservedSpecimen,c2ea4b2f-9b50-4b6f-bc8a-cc88e157075f,KHD00026301,47196,Plantae,Magnoliophyta,,Poales,CYPERACEAE,Carex ebenea,972,Rydb.,Carex,ebenea,,,,,,,,,,Janet L. Wingate; Eleanor Ann Von Bargen,9031,7/17/2009,2009,7,17,198,,,2009 Floristic Survey of Windy Point & vicinity; Caespitose; Locally common.,"On dry gravelly SW facing alpine tundra slope and in gravel along tracks; closet associates include,  Trifolium dasyphyllum, Cirisium scopulorum, Festuca brachyphylla ssp. rupicola. Granitic substrate.",,,,,,,,,,,,USA,Colorado,El Paso,,"Windy Point and Vicinity., Pike-San Isabel National Forest, Pikes Peak, Boemer Creek headwaters below cog railway ca. 0.2mi S. of Sachett Mt.  Below Windy Point train stop.",,38.816607,-105.022046,,,NAD27 13S 0498086E 4296218N,,,Terrain Navigator,,Certainty code: 1,,,,,,"120,137",,,,4/10/2018 15:54,http://creativecommons.org/publicdomain/zero/1.0/,Public Domain,Public Domain,urn:uuid:c2ea4b2f-9b50-4b6f-bc8a-cc88e157075f,http://swbiodiversity.org/seinet/collections/individual/index.php?occid=3057478
